lsoa21cd,mean_delay,vehicle_count
E01005150,0.42,8
E01005150,1.31,8
E01005150,2.02,8
E01005150,2.57,8
E01005082,1.22,7
E01005082,2.04,8
E01005082,2.31,8
E01005158,2.98,7
E01005081,2.38,7
E01005081,1.35,7
E01005081,2.16,6
E01005081,1.82,6
E01005081,-0.88,1
E01005081,0.34,2
E01004800,-6.79,1
E01005005,-6.2,1
E01005000,-6.21,1
E01005000,-5.69,1
E01005000,-4.18,1
E01004798,-3.89,1
E01004814,-7.21,1
E01004911,-4.86,1
E01004796,-3.9,1
E01004796,-4.24,1
E01004911,-4.69,1
E01004912,-5.14,1
E01004911,-4.92,1
E01004918,-4.43,1
E01004860,-7.58,1
E01004859,-8.17,1
E01004814,-6.93,1
E01004798,-3.49,1
E01004799,-4.55,1
E01004800,-6.68,1
E01004800,-6.18,1
E01004800,-6.22,1
E01004800,-6.44,1
E01004798,-3.51,1
E01004798,-3.76,1
E01004814,-7.28,1
E01004855,-6.67,1
E01004912,-6.15,1
E01006345,-14.72,1
E01006298,-15.94,1
E01006300,-16.58,1
E01006299,-16.7,1
E01006347,-13.89,1
E01006347,-13.73,1
E01006341,-14.94,1
E01006302,-14.97,1
E01006302,-15.21,1
E01006302,-15.43,1
E01006303,-16.02,1
E01006299,-16.28,1
E01006348,-13.86,1
E01006348,-15.84,1
E01006345,-14.62,1
E01006345,-14.01,1
E01006340,-14.15,1
E01006340,-14.29,1
E01006340,-13.64,1
E01004835,7.37,1
E01004836,6.17,1
E01004835,7.2,1
E01004835,7.46,1
E01004835,1.53,1
E01004835,6.29,1
E01004837,5.57,1
E01004837,6.12,1
E01004837,6.67,1
E01004836,6.6,1
E01004849,-1.33,1
E01004850,-1.05,1
E01004850,-0.16,1
E01004838,1.53,1
E01004827,3.16,1
E01004834,3.91,1
E01004838,5.39,1
E01004897,7.23,1
E01004836,6.58,1
E01004935,28.43,1
E01004937,16.14,1
E01004937,17.48,1
E01004937,9.84,1
E01004937,13.45,1
E01004937,14.74,1
E01004894,35.32,1
E01004895,31.42,1
E01004894,32.46,1
E01004895,33.72,1
E01004935,28.33,1
E01004935,27.13,1
E01004935,26.12,1
E01004933,24.83,1
E01004934,22.98,1
E01004934,19.21,1
E01006271,0.27,1
E01006273,4.97,1
E01006273,6.26,1
E01004870,-1.07,1
E01004845,1.22,1
E01004842,0.88,1
E01004842,1.08,1
E01004920,1.12,1
E01004842,1.21,1
E01004920,1.23,1
E01004920,1.76,1
E01004870,0.27,1
E01004870,1.16,1
E01004868,0.99,1
E01004845,1.15,1
E01004844,1.24,1
E01004844,1.59,1
E01004844,2.09,1
E01004844,1.8,1
E01004844,1.51,1
E01004775,2.14,1
E01004775,1.56,1
E01004885,2.72,1
E01004843,1.54,1
E01004842,1.56,1
E01004886,0.87,1
E01004781,1.34,1
E01006332,1.9,2
E01006333,1.5,2
E01033658,0.93,8
E01033658,2.75,11
E01033990,3.07,11
E01005631,-0.37,12
E01005628,1.74,12
E01033989,0.73,8
E01033989,3,11
E01005736,1.94,12
E01005736,1.66,12
E01005736,1.81,9
E01005736,1.82,9
E01005682,0.46,12
E01005631,2.17,8
E01033991,1.68,9
E01033991,1.64,12
E01005736,1.7,12
E01005736,2.04,9
E01005736,1.84,12
E01005734,2.07,9
E01005734,2.33,9
E01005734,1.64,12
E01005734,1.69,12
E01005734,2.23,9
E01005734,1.77,12
E01005734,1.92,9
E01005737,2,12
E01005734,1.78,9
E01005737,1.49,9
E01005737,1.68,9
E01005737,2.26,12
E01005738,1.96,12
E01005738,1.42,9
E01005738,2.11,12
E01005737,1.07,9
E01005637,3.22,9
E01005637,1.02,12
E01005738,0.61,9
E01005738,1.4,12
E01005738,2.37,9
E01005738,1.74,12
E01005733,1.66,13
E01005733,2.26,9
E01005733,1.82,13
E01005726,1.84,9
E01005726,1.64,9
E01005726,1.61,13
E01005727,1.78,9
E01005727,1.29,13
E01005727,1.91,9
E01005727,1.49,13
E01005727,2.42,9
E01005637,3.34,9
E01005634,1.21,12
E01005634,4.02,10
E01005632,1,12
E01005636,3.94,10
E01005636,0.02,12
E01005631,3.9,9
E01005631,-0.28,12
E01005635,2.28,9
E01005635,0.18,12
E01005719,2.78,9
E01005719,-0.21,12
E01005724,-0.15,12
E01005724,3.59,9
E01005630,-0.13,12
E01005630,3.97,9
E01005722,0.42,12
E01005629,3.83,9
E01005722,3.54,10
E01005722,0.85,12
E01005628,3.15,10
E01005628,2.12,12
E01005681,2.74,9
E01033991,2.78,11
E01032906,0.48,8
E01033991,0.86,8
E01033991,2.12,12
E01033991,1.08,9
E01033991,2.45,12
E01005610,0.68,12
E01005610,1.94,9
E01005681,2.47,9
E01005657,3.46,9
E01005657,1.09,12
E01005680,1.39,12
E01005680,2.7,9
E01033653,3.36,4
E01033677,1.41,8
E01033658,0.92,9
E01033658,1.08,8
E01033658,2.88,10
E01033677,2.84,9
E01006222,3.28,2
E01006221,3.84,2
E01006221,3.7,2
E01006221,2.84,2
E01006223,3.69,2
E01006345,2.76,2
E01006348,2.41,2
E01006251,2.45,9
E01006385,2.21,12
E01006251,3.15,8
E01006246,3.5,8
E01006246,1.18,13
E01006249,4.1,8
E01006249,0.45,13
E01006302,1.07,2
E01006380,1.66,9
E01006333,0.01,2
E01006380,1.86,9
E01006380,2.06,12
E01006380,2.05,9
E01006380,1.67,12
E01006250,1.77,9
E01006385,1.92,12
E01006385,2.08,9
E01006385,1.75,12
E01006385,1.91,12
E01006385,2.12,9
E01006385,2.16,9
E01006376,2.12,9
E01006376,2.53,13
E01006251,2.24,13
E01006251,1.58,13
E01006251,2.26,8
E01006246,1.67,13
E01006246,0.86,13
E01006246,3.87,8
E01006328,0.24,2
E01006298,2.12,2
E01006332,3.54,9
E01006332,3.33,9
E01006332,3.5,8
E01006300,1.92,2
E01006299,2.34,2
E01006347,2.38,2
E01006341,1.78,2
E01006341,1.96,2
E01006302,1.85,2
E01006302,1.4,2
E01006302,1.81,2
E01006303,2.13,2
E01006303,1.76,2
E01006299,2.58,2
E01006249,0.56,13
E01006249,4.16,8
E01006249,0.28,13
E01006249,4.36,8
E01006246,4.5,8
E01006246,0.54,13
E01006252,0.69,13
E01006252,4.01,8
E01006246,1.03,11
E01006246,4.19,9
E01006335,4.04,9
E01006335,0.86,10
E01006348,2.62,2
E01006348,2.98,2
E01006345,2.48,2
E01006345,2.04,2
E01006342,2.5,2
E01006342,2.23,2
E01006342,2.1,2
E01006340,2.64,2
E01006340,2.41,2
E01006347,1.87,2
E01006224,2.91,2
E01006220,3.22,2
E01006220,3.72,2
E01006220,3.38,2
E01006220,4,2
E01006227,3.6,2
E01006227,3.96,2
E01006346,3.93,2
E01006228,2.94,2
E01006223,3.34,2
E01006268,3.66,2
E01006223,3.96,2
E01006223,4.53,2
E01033658,1.58,11
E01033658,1.95,4
E01033658,2.52,14
E01005610,2.37,6
E01005610,1.8,19
E01005722,2.62,18
E01005731,0.88,3
E01005731,0.99,13
E01005611,3.1,6
E01005611,3.57,19
E01005683,3.55,6
E01005683,3.83,19
E01005732,0.37,13
E01005732,1.86,10
E01032909,2.34,23
E01032909,1.92,4
E01032909,1.67,15
E01033988,3.02,25
E01033987,1.88,6
E01033987,3.4,17
E01033983,3.68,6
E01033983,1.54,17
E01005631,4.81,27
E01005610,2.78,6
E01005610,2.9,19
E01005731,0.84,24
E01005732,0.71,23
E01005732,0.69,21
E01005682,3.04,6
E01005682,1.8,18
E01033984,1.56,24
E01033989,2.02,6
E01033989,2.78,18
E01033989,3.22,25
E01005729,1.38,29
E01005731,1.05,1
E01005731,0.6,13
E01005731,0.24,1
E01005730,3.19,6
E01005730,1.15,14
E01005730,1.23,27
E01005730,3.69,6
E01005730,1.57,14
E01005730,1.4,28
E01005730,3.69,6
E01005730,1.15,14
E01005729,1.27,28
E01005729,1.72,28
E01005603,3.55,6
E01005603,1.1,14
E01005601,1.77,28
E01005601,3.83,6
E01005601,0.94,14
E01005599,3.59,6
E01005599,1.36,15
E01005599,1.77,29
E01005599,3.03,6
E01005599,0.99,15
E01005599,2.1,28
E01005632,3.55,6
E01005632,1.5,16
E01005632,2.25,28
E01005631,4.57,6
E01005631,3.37,16
E01005599,2.7,28
E01005599,5.04,6
E01005599,1.71,16
E01005599,3.04,19
E01005599,5.09,6
E01005599,2.21,16
E01005635,3.25,25
E01005635,4.6,6
E01005635,1.95,16
E01005635,2.81,27
E01005719,4.41,6
E01005719,1.39,16
E01005719,2,26
E01005724,2.03,25
E01005724,5.34,6
E01005724,3.14,16
E01005680,1.7,25
E01005680,4.65,6
E01005680,2.1,17
E01005723,4.09,6
E01005723,1.27,17
E01005723,3.01,18
E01033982,2.39,18
E01033982,4.29,6
E01033982,1.71,17
E01005722,4.75,6
E01005722,2.12,17
E01005722,2.85,18
E01005722,5.04,6
E01005722,1.78,16
E01005722,2.59,18
E01005724,5.56,6
E01005724,2.41,16
E01005724,2.69,19
E01005724,5.32,6
E01005724,2.43,16
E01005724,2.77,19
E01005657,3.14,6
E01005657,0.33,17
E01005657,2.99,22
E01005680,2.97,21
E01005680,3.38,6
E01005680,0.83,17
E01033330,2.04,6
E01033330,1.76,19
E01005610,3.22,24
E01005610,2.14,23
E01005610,3.4,6
E01005610,3.38,19
E01005610,2.39,25
E01005611,2.98,6
E01005611,2.98,19
E01005611,2.99,25
E01033980,2.72,25
E01033980,2.89,6
E01033980,3.18,19
E01033981,3,26
E01005683,2.61,6
E01005683,3.59,19
E01005683,2.27,26
E01005681,1.93,26
E01005681,3.87,6
E01005681,4.2,18
E01005681,2.84,6
E01005681,2.53,18
E01005681,2.24,26
E01005631,2.28,6
E01005631,0.53,16
E01033658,1.58,20
E01033664,-0.54,1
E01006316,11.19,1
E01006319,9.96,1
E01006316,10.12,1
E01006319,11.1,1
E01006229,11.66,1
E01006362,11.79,1
E01006396,11.34,1
E01006362,11.32,1
E01006362,11.95,1
E01006313,10.57,1
E01006314,10.24,1
E01006314,11.08,1
E01006237,13.5,1
E01006237,10.53,1
E01006237,12.18,1
E01006237,13.11,1
E01006316,12.23,1
E01006316,11.92,1
E01006316,12.03,1
E01006320,11.46,1
E01006318,11.95,1
E01006318,11.86,1
E01006312,10.72,1
E01006238,1.68,1
E01006238,1.08,1
E01006319,2.18,1
E01006317,2.09,1
E01006315,1.57,1
E01006317,2.08,1
E01006315,2.57,1
E01006315,2.99,1
E01006315,3.61,1
E01006229,1.04,1
E01006315,3.17,1
E01006238,-0.25,1
E01006230,-2.4,1
E01005027,29.87,1
E01005014,1.43,15
E01005014,-0.26,15
E01005046,0.97,13
E01005014,-0.02,15
E01005021,1.28,16
E01005019,1.09,15
E01005019,0.7,15
E01005019,0.78,15
E01005018,0.36,15
E01005018,0.12,14
E01005016,-0.19,13
E01005014,-1.15,15
E01005017,2.84,15
E01005014,2.57,15
E01005014,2.69,15
E01005014,2.02,15
E01005014,2.27,14
E01005015,2.67,15
E01005015,2.78,15
E01005015,2.6,15
E01005017,2.02,15
E01005022,1.71,15
E01005022,1.81,15
E01004981,1.61,15
E01004981,1.08,16
E01005024,1.18,14
E01005027,1.84,15
E01005024,0.84,14
E01005024,0.88,15
E01005024,1.11,13
E01004981,1.73,16
E01004981,1.37,16
E01004976,1.07,16
E01004977,1.01,16
E01004978,0.93,16
E01004978,0.64,15
E01004980,0.49,15
E01004979,0.93,15
E01005046,0.87,13
E01005046,0.58,13
E01005046,0.87,14
E01005046,0.78,14
E01005046,0.61,14
E01005046,0.87,15
E01005046,0.66,15
E01004965,2.04,13
E01004966,2.47,13
E01004966,2.55,13
E01004967,2.55,13
E01004961,2.63,13
E01004964,2.83,14
E01004964,3.27,15
E01004964,3.38,15
E01004962,3.07,15
E01004981,1.43,15
E01006328,0.15,1
E01004831,3.22,29
E01004831,-0.04,31
E01004831,3.32,29
E01004831,0.22,31
E01004831,2.95,29
E01004831,0.4,31
E01004831,2.77,29
E01004900,0.64,30
E01004848,2.45,23
E01004848,1.42,30
E01006290,2.27,27
E01004896,0.26,29
E01004896,2.68,27
E01004896,2.19,29
E01004896,0.58,29
E01004848,0.67,31
E01004848,2.71,27
E01004892,0.3,29
E01004830,0.36,31
E01004830,3.45,29
E01004829,0.03,31
E01004829,3.03,29
E01004829,0.27,32
E01004829,3.04,28
E01004829,0.44,32
E01004854,0.32,32
E01004854,2.8,28
E01004851,0.29,31
E01004851,2.68,28
E01004892,0.77,29
E01004892,0.96,29
E01004892,2.04,29
E01004896,1.05,29
E01004896,1.56,29
E01004892,1.22,29
E01004892,1.43,29
E01004892,1.11,29
E01004892,1.08,29
E01004892,0.85,29
E01004892,1.79,30
E01004892,1.67,29
E01004892,1.19,30
E01004899,2.23,29
E01004899,0.55,30
E01004900,2.54,29
E01006242,3.27,31
E01006242,3.92,31
E01006290,2.92,27
E01006290,0.59,29
E01006290,0.62,29
E01006290,3.33,28
E01006289,0.65,29
E01006289,2.88,29
E01006291,0.86,30
E01006291,2.69,29
E01006291,0.81,30
E01006291,1.13,30
E01006291,1.94,29
E01006244,2.78,31
E01006244,3.21,31
E01006244,1.1,28
E01006239,2.22,27
E01006244,1.07,28
E01006242,1.34,30
E01006242,1.7,30
E01006245,1.52,30
E01006245,3.26,31
E01006245,1.66,29
E01006245,3.16,31
E01006245,3.19,30
E01006245,1.87,29
E01006337,2.11,29
E01006337,2.69,30
E01006337,2.17,28
E01006337,2.61,29
E01006337,2.75,29
E01006338,2.16,28
E01006338,2.97,29
E01006334,1.81,27
E01006338,2.58,29
E01006334,2.38,29
E01006334,1.5,26
E01006334,2.15,26
E01006328,2.22,28
E01006328,2.43,22
E01006333,2.1,22
E01004831,2.33,5
E01004831,1.21,4
E01004831,2.47,1
E01004831,2.46,5
E01004831,1.52,4
E01004831,3.19,1
E01004831,1.83,6
E01004831,1.27,4
E01004831,2.64,1
E01004831,2.08,6
E01004900,1.42,4
E01004900,2.8,1
E01004848,2.51,5
E01004848,-2.51,4
E01004848,-1.96,1
E01004893,1.56,4
E01004893,-1.59,1
E01004893,2.43,6
E01004834,0.93,4
E01004834,2.1,1
E01004838,1.42,5
E01004839,1.37,4
E01004839,2.82,1
E01004838,0,5
E01004848,-2.06,4
E01004848,-0.89,1
E01004848,2.78,5
E01004839,1.19,4
E01004839,2.45,1
E01004830,1.91,5
E01004829,-0.49,4
E01004829,-0.21,1
E01004828,1.12,5
E01004828,0.41,4
E01004828,1.1,1
E01004827,0.63,5
E01004834,0.55,5
E01004827,0.52,4
E01004827,1.65,1
E01004834,0.86,4
E01004834,2.01,1
E01004834,0.67,5
E01004829,1.63,5
E01004829,-0.95,4
E01004829,0,1
E01004854,-1.18,4
E01004854,-0.36,1
E01004854,2.06,5
E01004851,-1.51,4
E01004851,-0.64,1
E01004851,2.34,5
E01004937,2.81,6
E01004937,3.39,6
E01004937,-2.52,5
E01004937,-4.46,1
E01004937,3.58,6
E01004937,3.77,6
E01004939,-2.38,5
E01004939,-4.88,1
E01004939,3.95,6
E01004939,-2.94,5
E01004939,-6.45,1
E01004939,4.08,6
E01004939,-2.45,5
E01004939,-6.94,1
E01004939,3.56,5
E01004939,-2.35,5
E01004939,-7.25,1
E01004938,3.48,5
E01004936,-1.25,5
E01004936,-5.83,1
E01004937,1.79,6
E01004937,-0.04,5
E01004937,-1.8,1
E01004937,-0.51,5
E01004937,-2.17,1
E01004937,2.32,6
E01004937,2.49,6
E01004937,-1.03,5
E01004937,-3.61,1
E01004937,-1.8,5
E01004937,-3.38,1
E01004892,1.03,6
E01004892,1.14,4
E01004892,1.71,1
E01004892,1.15,6
E01004892,1.73,4
E01004892,2.51,1
E01004892,1.38,4
E01004892,2.23,1
E01004892,1.44,6
E01004892,1.47,6
E01004892,1.53,4
E01004892,2.93,1
E01004892,1.62,4
E01004892,2.59,1
E01004892,1.03,6
E01004891,0.84,6
E01004891,1.58,4
E01004891,3.08,1
E01004891,1.67,4
E01004891,1.79,1
E01004891,2.34,6
E01004893,2.31,6
E01004893,1.42,4
E01004893,-0.14,1
E01004893,1.21,4
E01004893,-3.3,1
E01004893,2.12,6
E01004894,2.35,6
E01004894,1.1,4
E01004894,-4.63,1
E01004892,1.81,4
E01004892,2.76,1
E01004892,1.43,6
E01004892,1.69,4
E01004892,2.47,1
E01004892,1.81,6
E01004892,1.53,4
E01004892,2.91,1
E01004899,1.9,6
E01004899,1,4
E01004899,2.5,1
E01004900,2.24,6
E01006220,1.09,5
E01006220,2.1,5
E01006220,1.1,5
E01006220,1.65,5
E01006220,1.69,5
E01006220,1.61,5
E01006220,2.11,5
E01006220,1.45,5
E01006215,2.97,5
E01006215,0.84,5
E01006215,3.36,5
E01006215,0.59,5
E01006215,0.76,5
E01006215,3.92,5
E01006215,4.36,5
E01006215,0.5,5
E01006215,0.39,5
E01006215,4.99,5
E01006214,5.7,5
E01006214,0.13,5
E01006219,6.49,5
E01006218,5.38,5
E01006213,1.48,5
E01006213,-0.93,1
E01006213,5.23,5
E01006213,5.63,5
E01006213,1.11,5
E01006213,-2.44,1
E01006213,6.19,5
E01006213,0.72,5
E01006213,-3.15,1
E01006269,7.02,5
E01006269,0.13,5
E01006269,-5.31,1
E01006269,7.15,5
E01006269,-0.19,5
E01006269,-5.88,1
E01006269,5.73,6
E01006269,-0.62,5
E01006269,-6.9,1
E01006223,-5.36,2
E01006221,0.41,5
E01006221,2.13,5
E01006221,0.4,5
E01006221,1.77,5
E01006221,0.54,5
E01006221,2.24,5
E01006214,0.78,5
E01006214,-0.55,1
E01006214,5.36,5
E01006219,0.01,5
E01006218,1.99,5
E01006218,0.21,1
E01006218,5.23,5
E01006269,-0.17,5
E01006269,-8.22,1
E01006269,5.12,6
E01006272,5.64,6
E01006269,-0.88,5
E01006269,-7.82,1
E01006271,1.04,5
E01006271,-7.36,1
E01006271,2.27,5
E01006273,0.85,5
E01006273,-1.14,1
E01006273,0.95,6
E01006273,0.31,5
E01006273,-0.51,1
E01006273,1.05,6
E01006223,0.09,2
E01005631,-0.63,7
E01005631,1.84,12
E01005631,2.37,12
E01005631,0.82,12
E01005601,1.52,12
E01005601,1.37,12
E01005599,0.99,12
E01005599,1.35,12
E01005599,0.13,12
E01005599,1.57,12
E01005632,0.09,12
E01005632,1.83,12
E01005697,2.92,9
E01005696,3.94,12
E01005696,3.7,12
E01005696,2.05,11
E01005695,3.75,12
E01005695,2.05,11
E01005634,2.41,11
E01005637,2.88,12
E01005634,3.55,11
E01005634,2.29,12
E01005632,3.04,11
E01005603,0.75,11
E01005603,1.89,11
E01005603,1.86,10
E01005602,0.09,11
E01005602,-0.15,11
E01005602,2.15,9
E01005637,1.42,12
E01005634,4.02,13
E01005634,1.73,12
E01005632,3.57,13
E01005636,1.49,12
E01005636,2.64,12
E01005631,1.5,12
E01005631,2.04,12
E01005631,0.3,8
E01005599,1.57,12
E01005599,2.3,9
E01005599,0.92,12
E01005599,2.28,11
E01005635,0.46,12
E01006121,0.68,4
E01006121,0.5,4
E01006121,2.36,9
E01006121,-0.88,10
E01004908,2.68,11
E01004848,4.55,11
E01004906,4.43,10
E01004814,1.7,10
E01004857,1.8,10
E01004907,2.68,11
E01004909,2.51,11
E01004905,4.63,10
E01004857,1.52,10
E01004908,2.63,11
E01004904,2.91,11
E01004904,2.98,11
E01004909,2.83,11
E01004909,3.18,11
E01004907,4.88,10
E01004907,5.24,10
E01004909,4.56,10
E01004905,2.7,11
E01004906,2.52,11
E01004906,1.59,11
E01004906,1.57,11
E01004855,1.53,10
E01004857,5.39,10
E01004848,3.58,11
E01004908,6.74,12
E01004908,6.93,12
E01004904,6.45,12
E01004903,6.63,12
E01004903,5.73,11
E01004909,5.78,11
E01004907,2.42,11
E01004909,3.37,11
E01004905,5.04,10
E01004906,4.05,10
E01004857,4.87,10
E01004857,5.33,10
E01004814,5.56,10
E01004814,5.84,10
E01004857,1.8,10
E01004814,6.02,10
E01004856,2.24,10
E01004873,6.06,11
E01004873,5.6,11
E01004856,1.84,10
E01004873,5.45,11
E01004856,2.72,10
E01004880,5.68,11
E01004880,2.57,9
E01004816,2.7,8
E01004816,5.53,11
E01004815,4.75,11
E01004815,2.71,8
E01004880,5.39,12
E01004816,2.75,8
E01004880,4.96,12
E01004816,2.88,8
E01004848,3.55,11
E01004817,3.32,11
E01004817,2.72,5
E01004817,3.22,7
E01004811,4.02,11
E01004811,3.12,8
E01004811,4.17,11
E01005677,2.3,11
E01005677,7.16,12
E01005700,1.79,11
E01005676,6.67,12
E01005670,2.05,11
E01005677,2.15,11
E01005692,2.12,11
E01005676,2.39,11
E01005676,2.69,11
E01005700,3.48,11
E01005690,4,11
E01005697,3.82,10
E01005686,4.6,11
E01005672,2.41,11
E01005686,4.94,12
E01005686,2.52,11
E01005700,4.57,12
E01005700,4.51,12
E01005700,1.39,11
E01005697,3.27,12
E01005700,1.46,11
E01005690,2.12,12
E01005697,2.1,12
E01005670,5.57,11
E01005677,7.21,12
E01005692,7.21,12
E01005676,6.88,12
E01004908,6.43,12
E01032914,1.91,5
E01032914,3.08,5
E01032914,1.86,5
E01032914,3.39,5
E01033998,1.81,4
E01033995,2.25,3
E01033998,3.06,5
E01033995,3.13,5
E01033995,1.57,4
E01033996,1.68,1
E01005719,2.96,5
E01032914,1.6,5
E01032914,3.53,5
E01033983,2.48,5
E01033983,2.22,6
E01005723,1.77,5
E01005723,2.43,6
E01005719,2.09,6
E01033983,1.54,6
E01033983,2.79,5
E01005719,1.55,6
E01005719,2.04,6
E01005724,2.83,6
E01005724,1.73,6
E01005724,1.48,6
E01005724,2.78,6
E01005630,1.96,6
E01005630,1.28,6
E01005630,1.5,6
E01005627,2.01,6
E01005627,1.95,6
E01005627,1.15,6
E01005626,0.12,6
E01005626,0.08,6
E01005687,2.25,6
E01005686,3.93,5
E01005714,4.66,5
E01005714,0.61,7
E01005691,2.23,6
E01005691,1.49,7
E01005711,4.11,5
E01005710,1.35,6
E01005710,1.76,6
E01005710,1.76,1
E01005710,6.27,5
E01005700,2.81,6
E01005663,1.49,6
E01005718,-0.64,6
E01005711,0.65,7
E01005711,0.79,7
E01033976,1.2,7
E01005691,1.6,7
E01005687,1.6,7
E01005687,1.07,7
E01005686,1.01,7
E01005715,3.71,6
E01005715,-4.44,4
E01005718,1.88,3
E01005715,0.44,6
E01005712,0.19,7
E01005714,0.71,7
E01005711,0.54,7
E01033976,0.46,7
E01005686,-0.15,7
E01005686,-0.89,7
E01005700,3.6,6
E01005698,0.59,7
E01005698,1.93,6
E01005674,0.37,7
E01005674,1.66,6
E01005701,0.85,7
E01005694,1.29,6
E01005701,1.53,7
E01005701,0.8,6
E01005700,0.29,7
E01005700,-0.13,7
E01005700,2.04,6
E01005700,0.16,7
E01005700,3.5,6
E01005698,-0.11,7
E01005698,-0.58,7
E01005698,3.52,6
E01005698,3.62,6
E01005698,-0.61,7
E01005716,0.43,1
E01005713,1.1,1
E01005718,4.53,5
E01005710,1.22,4
E01005710,7.29,4
E01005710,5.84,5
E01005710,1.27,6
E01005718,1.28,6
E01005704,6.76,5
E01005708,6.51,5
E01005718,6.32,5
E01033976,4.58,5
E01005711,4.01,5
E01005711,3.62,5
E01033976,2.91,5
E01005691,2.56,6
E01005693,2.12,6
E01005689,2.54,6
E01005686,3.67,5
E01005718,7.4,5
E01005718,6.96,5
E01005718,6.39,5
E01005714,12.28,3
E01005715,0.85,4
E01005714,4.22,5
E01005714,0.61,7
E01005714,4.26,5
E01005714,4.26,5
E01033976,4.48,5
E01005713,6.25,4
E01005713,-3.07,1
E01005712,3.61,5
E01005715,16.17,4
E01006379,1.88,1
E01005716,1.11,1
E01005038,2.9,6
E01005033,2.78,6
E01005033,2.66,6
E01005038,3.96,5
E01005036,4.9,5
E01005039,5.13,5
E01005039,2.96,6
E01005042,4.97,5
E01005042,3.02,6
E01005039,3.11,6
E01005039,3.2,6
E01005032,4.73,5
E01005033,4.11,5
E01005045,2.39,6
E01005033,5.19,5
E01005045,5.13,5
E01005045,4.48,4
E01005045,4.9,5
E01005045,3.09,6
E01005045,3.49,6
E01005039,3.38,6
E01005039,5.13,5
E01005045,5.24,5
E01005045,2.02,6
E01005045,4.74,5
E01005036,5.36,5
E01005036,5.21,5
E01005039,5.1,5
E01005602,2.77,6
E01005728,1.32,7
E01005728,2.26,5
E01033979,2.65,6
E01005032,2.69,6
E01005032,3.88,5
E01005738,-1.03,6
E01005738,2,5
E01005741,2.36,5
E01005741,0.4,6
E01005741,2.71,5
E01005741,-0.04,6
E01005741,-0.59,6
E01005741,2.75,5
E01005741,-0.94,6
E01005741,3.36,5
E01005742,-0.92,6
E01005742,3.78,5
E01005602,1.47,6
E01005604,1.1,6
E01005604,1.99,6
E01005604,1.26,6
E01005604,1.54,6
E01005604,0.63,6
E01005604,1.55,6
E01005730,1.26,6
E01005729,1.58,6
E01005738,1.38,5
E01005738,-0.23,6
E01005738,2.1,6
E01005738,-0.35,6
E01005733,0.37,6
E01005733,1.85,6
E01005733,0.7,6
E01005726,1.78,6
E01005726,2.41,6
E01005729,1.01,6
E01005730,1.2,6
E01005726,1.99,5
E01005726,2.41,5
E01005726,0.77,6
E01005631,-1.65,2
E01005599,1.48,3
E01005599,1.73,6
E01005599,1.62,6
E01005600,2.13,6
E01005600,1.92,6
E01005601,2.3,6
E01005601,1.28,6
E01005742,-1.05,6
E01005742,3.61,5
E01005697,3.87,5
E01005697,-1.06,6
E01033979,3.94,5
E01005673,2.62,5
E01033978,3.49,5
E01033978,1.47,6
E01005729,0.78,6
E01005729,0.97,6
E01005729,1.18,7
E01005729,0.59,6
E01005687,-0.35,6
E01005700,1.86,5
E01005692,2,5
E01005692,1.57,6
E01005688,2.78,5
E01005688,3.02,6
E01005691,0.15,6
E01005691,2.92,6
E01005687,2.84,6
E01005687,2.41,6
E01005686,2.18,6
E01005693,-0.59,6
E01005687,-0.75,6
E01005687,-0.1,6
E01005692,3.46,5
E01005692,3.75,6
E01005673,3.34,5
E01005673,1.56,6
E01005673,2.16,6
E01005671,3.26,5
E01005671,2.57,6
E01005671,2.81,5
E01005671,2.33,6
E01005671,2.63,5
E01005670,1.79,5
E01005670,2.83,6
E01005692,2.05,5
E01005692,3.11,6
E01005672,2.59,6
E01005672,2.54,5
E01005686,3.27,6
E01005672,2.46,4
E01005686,3.21,6
E01005686,2.46,4
E01005700,2.74,6
E01005700,1.04,6
E01005700,1.99,6
E01005689,-0.41,6
E01005686,-0.28,6
E01005687,2.63,5
E01005687,2.81,5
E01005688,1.97,5
E01005688,2.18,6
E01005692,1.4,5
E01005692,1.2,6
E01005692,4.95,5
E01005692,6.24,6
E01005670,4.31,4
E01005691,-1.36,6
E01005691,2.49,5
E01005693,-0.27,6
E01005693,2.61,5
E01005631,-1.4,6
E01005741,4.11,12
E01005631,0.89,12
E01005631,107.06,14
E01005737,3.18,12
E01005719,106.58,14
E01005631,106.93,14
E01005601,106.94,14
E01005601,0.59,12
E01005599,0.12,12
E01005599,107.02,14
E01005599,-0.56,12
E01005599,106.98,14
E01005632,-0.81,12
E01005632,107.27,14
E01005740,3.23,12
E01005737,114.05,13
E01005737,3.74,12
E01005737,113.92,13
E01005737,3.77,12
E01005740,113.98,13
E01005740,4.1,12
E01005740,3.85,12
E01005740,113.35,13
E01005740,113,13
E01005740,3.96,12
E01005741,3.83,12
E01005741,112.48,13
E01005738,3.5,12
E01005738,111.75,13
E01005741,111.68,13
E01005741,4.26,12
E01005741,111.88,13
E01005741,3.87,12
E01005637,106.8,14
E01005637,3.06,13
E01005603,115.32,13
E01005603,1.41,12
E01005603,1.65,11
E01005602,114.77,13
E01005602,114.93,13
E01005602,2.49,11
E01005738,112.13,13
E01005738,3.74,13
E01005738,113.52,13
E01005738,3.33,13
E01005733,3.55,13
E01005733,113.27,13
E01005733,3.18,13
