lsoa21cd,mean_delay,vehicle_count
E01005981,2.35,12
E01005984,2.21,12
E01005980,2.06,14
E01005983,2.69,12
E01005979,2.42,12
E01005979,1.5,14
E01005978,1.27,13
E01005975,3.44,14
E01006040,3.14,13
E01005979,3.1,12
E01005979,2.78,12
E01006040,0.83,13
E01005979,1.94,12
E01005977,2.18,14
E01005981,2.46,12
E01005984,2.6,12
E01005984,1.35,14
E01005985,2.36,14
E01005971,2.2,14
E01005992,1.9,14
E01005976,1.76,13
E01005992,2.87,13
E01006035,0.38,11
E01006028,2.54,13
E01033654,2.64,10
E01005066,1.06,5
E01033654,2.64,8
E01005061,2.17,12
E01005061,2.08,12
E01005061,1.87,13
E01005061,2.17,13
E01005061,2.15,13
E01005063,0.31,12
E01005189,2.71,12
E01033654,2.16,6
E01005189,2.97,12
E01005189,1.6,12
E01005189,2.34,12
E01005067,1.76,13
E01005067,2.84,12
E01005067,1.58,13
E01005067,2.57,12
E01005061,1.66,13
E01005061,2.45,12
E01005065,2.96,12
E01005065,0.05,8
E01005065,3.31,12
E01005065,-0.49,10
E01005065,3.75,12
E01005063,4.28,13
E01005063,-0.69,12
E01005063,3.38,11
E01005063,3.42,11
E01005061,2.19,12
E01005186,2.12,12
E01005186,2.05,13
E01005186,2.43,13
E01005186,2.47,13
E01005186,2.82,13
E01005186,1.8,12
E01005186,2.85,12
E01005189,1.54,12
E01005189,2.89,12
E01005189,1.31,12
E01005189,3.05,12
E01005189,1.46,12
E01005189,2.35,12
E01005189,0.82,10
E01005192,1.46,12
E01005192,2.94,12
E01005191,1.48,13
E01005193,2.92,12
E01005991,2.67,12
E01005991,1.04,12
E01005990,1.15,12
E01005990,2.32,12
E01005985,1.14,11
E01005990,2.54,12
E01005987,3.25,1
E01005990,1.39,12
E01005990,1.12,11
E01005991,2.54,12
E01005888,1.44,9
E01005948,3.97,1
E01005948,-4.42,5
E01005061,-1.52,2
E01005061,0.58,38
E01034112,5.59,36
E01034114,1.66,40
E01034113,1.91,40
E01005105,2.15,33
E01033661,-0.5,2
E01033661,1.26,32
E01033661,2.02,31
E01033661,-0.46,2
E01033661,1.76,38
E01033661,1.54,33
E01005061,3.02,33
E01005061,-0.38,2
E01005061,1.33,38
E01005061,2.81,33
E01005061,-0.6,2
E01005061,0.97,38
E01005105,2.29,33
E01005105,0.15,2
E01005105,1.18,38
E01005105,2.16,33
E01005105,0.87,2
E01005105,2.01,38
E01005106,-1.37,2
E01005106,0.67,38
E01005106,2.44,34
E01005106,-1.06,2
E01005106,1.73,39
E01005106,2.37,34
E01005106,-0.38,2
E01005106,2.01,39
E01005106,2.13,32
E01005106,-1.35,1
E01005106,2,39
E01005106,1.82,32
E01005106,2.35,39
E01005107,2.08,32
E01005107,2.43,39
E01005107,3.09,33
E01005107,2.76,40
E01005107,4.16,36
E01005107,2.96,40
E01034113,4.24,36
E01005998,1.95,40
E01005998,6.02,36
E01034111,5.7,35
E01034114,5.15,36
E01034112,2.21,40
E01034111,1.86,40
E01034114,2.56,40
E01005951,3.66,36
E01005951,3.93,36
E01005951,2.35,35
E01005953,2.44,35
E01005953,3.35,36
E01005953,3.51,35
E01005953,1.73,35
E01033950,2.36,35
E01005964,3.12,37
E01005948,4.85,1
E01006066,3.58,2
E01006066,5.89,4
E01006066,6.09,4
E01005943,6.57,4
E01005948,6.93,4
E01005941,6.86,3
E01033949,2.08,34
E01033949,3.66,19
E01033949,1.55,23
E01033949,4.75,14
E01006000,4.79,35
E01034114,2.68,40
E01005950,4.01,26
E01005964,2.77,35
E01005951,3.73,35
E01005964,3,36
E01005964,3.63,35
E01005964,2.85,37
E01005961,3.68,35
E01005964,3.81,34
E01005961,2.21,38
E01005964,4.14,34
E01005961,2.86,39
E01005961,4.19,34
E01005961,4.81,34
E01005961,2.36,39
E01005961,4.56,35
E01005961,2,39
E01006047,2.97,11
E01006047,1.96,6
E01005948,1.66,1
E01006022,3.11,8
E01006022,3.35,15
E01006048,4.16,6
E01005943,2.18,14
E01006048,3.16,10
E01006022,1.01,11
E01006022,4.21,16
E01006022,1.41,11
E01006060,3.3,11
E01006048,1.95,3
E01006048,3.64,3
E01005948,1.67,14
E01005948,1.68,14
E01006060,3.72,15
E01006066,2.38,13
E01006066,3.9,15
E01006066,4.28,15
E01005941,4.14,15
E01005941,1.56,14
E01005941,5.07,14
E01005941,0.84,14
E01006066,4.15,15
E01006066,1.48,14
E01005943,1.92,14
E01005943,4.31,15
E01005948,4.95,14
E01005949,1.04,14
E01005948,3.35,10
E01006022,4.09,16
E01006022,0.33,13
E01006022,4.43,16
E01006070,0.77,13
E01006022,4.18,16
E01006070,1.29,13
E01006022,3.93,16
E01006022,4.1,16
E01006071,1.14,12
E01006070,4.16,16
E01006071,1.76,11
E01006071,3.86,16
E01006072,2.03,11
E01006072,1.99,11
E01006072,3.71,16
E01006072,0.68,8
E01006072,3.36,16
E01006048,3.27,16
E01006048,1.78,5
E01006048,3.1,16
E01006048,0.8,2
E01006048,1.1,2
E01006049,1.36,9
E01006049,3.36,10
E01006049,3.28,6
E01006049,3.16,10
E01006049,3.69,6
E01006049,2.7,7
E01006049,2.56,6
E01006048,3.42,6
E01006049,2.35,12
E01006049,3.57,10
E01006049,3.11,6
E01006049,2.36,12
E01006049,3.75,11
E01006049,2.6,6
E01006047,2.46,12
E01006047,3.89,11
E01006047,2.49,6
E01005066,38.33,39
E01033653,1.53,13
E01033653,0.86,4
E01033653,1.75,32
E01033662,39.02,38
E01033653,1.55,20
E01033662,1.81,21
E01005210,37.59,39
E01005210,1.49,12
E01005214,36.23,41
E01005214,37.3,40
E01005208,36.99,40
E01005212,36.92,40
E01005210,36.57,40
E01005214,1.46,32
E01005208,2.03,33
E01005212,1.35,29
E01005212,1.76,20
E01033653,1.8,32
E01033662,1.69,17
E01033656,2.62,16
E01005066,2.02,10
E01005210,0.94,10
E01005210,36.7,40
E01034001,37.08,40
E01006188,0.88,33
E01005214,37.48,40
E01005214,1.46,32
E01006157,1.21,33
E01006157,1.39,33
E01006157,1.24,33
E01006158,0.43,33
E01006158,1.99,14
E01006157,2.78,19
E01006157,41.44,37
E01006157,40.65,38
E01006157,39.24,39
E01006157,38.81,39
E01006157,39.51,39
E01006157,1.13,34
E01006157,0.81,33
E01006157,1.62,33
E01006157,37.43,40
E01006157,36.88,40
E01006157,2.06,33
E01006157,1.51,33
E01006157,1.12,34
E01006157,1.29,34
E01006157,1.11,33
E01006157,1.48,33
E01006157,38.44,40
E01006157,38.33,40
E01006121,0.62,34
E01006121,0.75,34
E01006121,2.25,14
E01006121,3.03,1
E01006121,1.91,14
E01006157,37.73,40
E01006157,0.93,33
E01006121,0.88,34
E01034001,0.59,32
E01034001,37.44,40
E01006112,37.64,40
E01006112,1.2,32
E01034001,1.47,32
E01006121,-1.35,1
E01033677,3.94,9
E01033653,0.87,4
E01033653,1.31,11
E01033677,4.8,9
E01033677,1.55,10
E01034131,5.23,12
E01034131,5.98,12
E01034131,1.62,10
E01034000,5.73,12
E01033682,0.86,11
E01033653,1.29,12
E01034000,1.35,12
E01033672,5.85,12
E01033660,1,12
E01006189,2.62,12
E01006187,2.86,13
E01006187,1.93,12
E01006186,1.87,12
E01006186,1.83,12
E01006186,1.48,12
E01006188,1.5,11
E01034001,1.74,12
E01034001,3.96,12
E01006186,5.38,12
E01006188,5.68,12
E01006186,6.01,12
E01006186,6.09,12
E01006186,5.98,12
E01006187,5.95,12
E01006184,4.74,12
E01006180,1.83,12
E01006184,4.59,12
E01006184,4.29,12
E01006200,3.96,12
E01006200,3.9,12
E01006200,4.15,13
E01006202,4.44,13
E01006201,3.94,13
E01006201,2.74,12
E01006202,3.52,12
E01006200,3.42,12
E01006200,3.33,12
E01006184,2.8,11
E01006184,2.66,12
E01006184,2.28,12
E01006184,4.82,12
E01006184,2.09,12
E01006184,5.14,12
E01006131,2.81,12
E01006131,3.94,13
E01006131,2.39,12
E01006131,4.6,13
E01006131,2.44,12
E01006128,4.85,13
E01006129,2,12
E01006129,4.91,13
E01006129,1.78,11
E01006197,5.48,13
E01006197,5.32,13
E01006201,1.9,11
E01006201,2.11,11
E01006201,5.06,13
E01006132,3.78,13
E01006132,3.14,12
E01006132,4.51,13
E01006132,2,11
E01006104,1.44,10
E01006108,2.71,8
E01006197,2.14,11
E01006186,6.24,12
E01006107,1.98,10
E01034000,2.04,12
E01006188,4.22,12
E01034001,4.83,12
E01034000,1.41,12
E01006104,6.24,8
E01006106,10.3,1
E01006106,9.3,1
E01006106,2.65,6
E01006108,1.94,9
E01006108,5.83,5
E01006104,2.1,10
E01006104,1.74,10
E01006107,2.39,10
E01006107,1.74,10
E01006107,1.64,10
E01006107,2.47,10
E01006107,1.8,10
E01006107,1.7,10
E01006107,1.49,10
E01006107,1.29,10
E01006107,4.82,13
E01006107,4.73,13
E01006107,5,13
E01006107,4.63,13
E01006107,4.38,13
E01006107,5.09,13
E01006107,4.77,13
E01006104,4.36,13
E01006104,4.34,13
E01006104,4.79,13
E01006075,-14.76,1
E01006080,-8.97,3
E01006075,8.54,6
E01006080,5,5
E01006075,3.64,5
E01006079,6.71,7
E01006079,1.62,7
E01006074,1.22,7
E01006079,1.49,7
E01006079,0.34,6
E01006075,-3.86,5
E01006080,-13.47,1
E01006080,-0.16,1
E01006079,1.51,7
E01006075,-4.64,4
E01006080,4.74,2
E01006074,1.49,7
E01006079,1.73,7
E01006136,2.66,5
E01006075,19.32,3
E01006075,-11.15,4
E01006076,-1.71,5
E01006140,3.33,5
E01006140,2.99,5
E01006083,5.44,3
E01006083,3.09,4
E01006083,2.73,4
E01006084,3.62,5
E01006134,3.38,5
E01006134,3.26,5
E01006134,3.21,5
E01006134,3.01,5
E01006135,2.66,5
E01006136,2.7,5
E01006136,2.32,5
E01006137,2.21,5
E01006136,2.43,5
E01006136,2.39,5
E01006136,2.67,5
E01006139,2.91,5
E01006088,13.05,3
E01006194,2.72,5
E01006135,3.94,3
E01006135,4.29,3
E01006138,3.92,3
E01006138,4.91,3
E01006138,3.66,3
E01006140,3.22,5
E01006140,3.35,5
E01006135,4.46,3
E01006136,2.85,4
E01006136,2.91,5
E01006140,3.06,4
E01006135,1.01,4
E01006075,-1.39,4
E01006075,-9.6,4
E01006076,3.4,3
E01006139,2.64,3
E01006140,3.36,3
E01006136,1.69,4
E01006136,1.82,4
E01006137,1.7,4
E01006137,1.44,4
E01006136,1.08,4
E01006136,1,4
E01006134,0.3,4
E01006134,0.34,4
E01006134,0.16,4
E01006134,-0.46,4
E01006084,-0.36,3
E01006083,-0.28,3
E01006083,-0.82,3
E01006083,0.48,4
E01006139,2.97,3
E01006194,3.19,3
E01006135,2.22,4
E01006138,2.3,4
E01006135,2.44,4
E01006135,2.24,4
E01006140,2.8,4
E01006138,2.16,4
E01006138,2.66,4
E01006136,1.99,4
E01006136,1.87,4
E01006077,0.37,4
E01006209,11.6,7
E01006211,8.32,7
E01006211,8.9,7
E01006208,10.54,7
E01006206,10.27,7
E01006080,-4.71,6
E01006080,2.6,2
E01006204,10.44,7
E01006209,10.45,7
E01006192,11.29,7
E01006204,9.8,7
E01006204,9.49,7
E01006196,8.14,7
E01006196,7.71,7
E01006196,8.16,7
E01006195,7.91,7
E01006196,7.4,7
E01006195,6.95,7
E01006190,6.63,7
E01006093,5.31,7
E01006093,4.74,7
E01006191,4.05,7
E01006193,1.67,7
E01006078,-0.45,7
E01006080,-2.73,7
E01006211,6.58,6
E01006195,9.04,6
E01006196,8.37,6
E01006196,8.59,6
E01006196,7.9,6
E01006196,7.39,6
E01006196,7.56,6
E01006211,7.27,6
E01006206,7.87,6
E01006205,8.21,6
E01006080,11.22,6
E01006080,43.47,1
E01006209,7.25,6
E01006204,6.93,6
E01006192,3.97,5
E01006192,3.74,5
E01006192,7.24,6
E01006080,10.74,6
E01006080,10.79,6
E01006193,10.59,6
E01006093,9.51,6
E01006093,9.79,6
E01006093,9.4,6
E01006190,9.35,6
E01005168,8.11,3
E01005770,3.14,2
E01005168,3.23,2
E01005295,3.03,2
E01005295,9.18,2
E01005171,3.28,2
E01005264,7.7,2
E01005264,2.16,3
E01005269,8.78,2
E01005263,8.23,2
E01005263,0.02,3
E01005263,-0.23,3
E01005268,9.14,2
E01005268,-0.05,3
E01005171,5.25,1
E01005171,4.22,2
E01005086,7.74,2
E01005115,1.61,3
E01005085,2.64,2
E01005085,7.62,2
E01005770,8.9,2
E01005295,8.85,2
E01005295,3.14,2
E01005114,10.05,2
E01005114,1.12,3
E01005265,3.15,3
E01005117,8.2,2
E01005117,1.92,3
E01005112,2.42,3
E01005112,7.15,2
E01005112,6.94,2
E01005112,2.02,3
E01005115,1.13,3
E01005115,9.62,2
E01005116,9.68,2
E01005116,0.6,3
E01005116,9.48,2
E01005115,9.53,2
E01005115,8.6,2
E01005117,0.2,3
E01005114,0.2,3
E01005113,9.64,2
E01005086,3.38,2
E01005295,8.32,2
E01005295,0.15,3
E01005856,8.82,3
E01005852,1.75,2
E01005852,1.52,2
E01005822,1.46,1
E01005774,3.64,2
E01005852,8.36,3
E01005856,2.65,1
E01005769,5.23,1
E01005769,4.23,2
E01005770,2.66,2
E01005773,10.32,2
E01005769,6.35,3
E01005769,3.47,2
E01005774,7.62,1
E01005774,4.37,2
E01005772,3.62,2
E01005768,10.24,2
E01005768,10.27,2
E01005768,3.42,2
E01005768,9.22,2
E01005856,8.34,3
E01005853,8.02,3
E01005856,9.47,2
E01005856,2.67,2
E01005852,8.57,3
E01005769,6.38,1
E01005769,4.49,2
E01005773,3.3,2
E01005853,2.78,2
E01005857,7.57,3
E01005857,2.97,2
E01005852,2.11,2
E01005852,8.17,3
E01005853,7.75,3
E01006205,8.46,2
E01006204,0.88,3
E01006204,9.36,2
E01006080,1.59,1
E01006205,7.14,2
E01006192,-0.33,2
E01006192,-0.7,2
E01006192,7.88,2
E01006205,8.12,2
E01006192,7.6,2
E01006204,9.08,2
E01006204,0.66,3
E01006192,-0.99,2
E01006205,-0.28,2
E01006192,8.26,2
E01006192,-0.98,2
E01006075,8.81,1
E01005770,3.47,7
E01005295,2.77,7
E01005295,3.51,8
E01005264,3.14,8
E01005264,2.5,8
E01005269,3.94,8
E01005263,3.57,8
E01005263,2.89,7
E01005263,2.86,8
E01005268,4.08,8
E01005268,2.56,8
E01005086,3,8
E01005115,2.4,8
E01005085,2.49,7
E01005085,2.95,8
E01005770,2.98,8
E01005295,3.17,8
E01005295,3.03,7
E01005114,4.06,8
E01005114,2.4,8
E01005265,3.47,8
E01005117,1.76,7
E01005117,2.75,8
E01005112,2.74,8
E01005112,1.35,7
E01005112,1.31,7
E01005112,2.97,8
E01005115,1.68,8
E01005115,2.34,7
E01005116,2.59,7
E01005116,1.09,8
E01005116,4.1,8
E01005115,1.98,7
E01005115,1.85,7
E01005117,0.93,8
E01005114,1.44,8
E01005113,3.26,8
E01005086,3.14,7
E01005295,3.3,8
E01005295,2.99,7
E01005822,4.86,4
E01005822,2.23,8
E01005817,2.49,8
E01005817,4.16,5
E01005823,3.2,8
E01005823,4,5
E01005823,3.51,5
E01005823,3.4,7
E01005821,3.37,8
E01005821,3,8
E01005821,3.01,7
E01005818,3.53,8
E01005821,3.46,7
E01005818,3.1,7
E01005818,3.56,8
E01005774,2.73,7
E01005819,3.8,8
E01005819,3.48,7
E01005770,2.67,7
E01005773,3.86,8
E01005769,2.91,8
E01005769,2.76,7
E01005774,3.99,8
E01005774,2.73,7
E01005769,3.8,8
E01005778,2.71,7
E01005772,3.45,7
E01005768,3.54,8
E01005768,3.86,8
E01005768,3.25,7
E01005768,2.94,8
E01005778,2.95,8
E01005773,2.83,7
E01005778,3.92,8
E01005778,2.55,7
E01006205,4.15,8
E01006204,2.17,8
E01006204,4.22,8
E01006080,3.88,4
E01006205,3.38,8
E01006192,1.27,8
E01006192,0.85,7
E01006192,3.8,8
E01006205,3.68,8
E01006192,3.74,8
E01006204,4.51,8
E01006204,2.18,8
E01006192,1.44,8
E01006205,1.84,8
E01006192,4.28,8
E01006192,1.4,8
E01005171,2.09,7
E01005184,0.68,3
E01005284,3.08,7
E01005284,1.56,7
E01005284,5.12,7
E01005288,4.26,7
E01005288,3.36,7
E01005286,0.12,1
E01005286,2.54,7
E01005286,1.18,2
E01005281,1.98,7
E01005184,1.66,7
E01005281,1.28,3
E01005066,2.67,5
E01033653,3.44,2
E01033653,-1.81,2
E01033662,4.71,4
E01005066,4.79,5
E01033662,2.91,4
E01033653,2.98,4
E01033662,3.02,4
E01005176,6.7,5
E01005171,1.6,7
E01005176,0.52,7
E01005176,5.29,6
E01005176,1.21,7
E01005169,6.04,6
E01005171,6.72,6
E01005171,3.45,7
E01005309,2.27,4
E01005210,3.52,6
E01033653,-1.54,2
E01034115,2.35,7
E01034115,3.9,7
E01005212,3.78,6
E01005066,-0.47,4
E01034115,0.86,3
E01034115,0.19,1
E01005274,1.7,4
E01005273,1.02,7
E01005185,1.79,4
E01005185,1.67,7
E01005185,1.79,4
E01005271,1.66,7
E01005309,0.71,7
E01005304,0.98,7
E01005304,1.78,4
E01005276,1.68,4
E01005307,0.46,7
E01005277,7.61,5
E01005277,1.04,7
E01005277,8.14,5
E01005277,1.06,7
E01005306,2.69,4
E01005172,0.92,7
E01005176,0.6,7
E01005176,6.99,5
E01005176,0.92,7
E01005176,1.33,7
E01005176,5.09,6
E01005169,1.19,7
E01005169,6.39,6
E01005169,7.14,6
E01005169,0.98,7
E01005171,7,6
E01033658,5.08,2
E01005769,4.06,4
E01005769,5.71,6
E01005773,5.51,6
E01005773,3.79,4
E01005776,5.63,6
E01005773,3.56,4
E01005774,6.04,6
E01005774,2.44,4
E01005784,1.83,4
E01005784,3.14,5
E01005785,1.9,4
E01005785,4.08,5
E01005785,3.85,5
E01005785,3.54,5
E01005786,2.91,5
E01005789,2.56,5
E01005796,2.41,4
E01005789,2.4,4
E01005792,2.07,4
E01005793,1.74,4
E01005793,4.08,5
E01005793,2.42,4
E01005793,2.28,4
E01005791,3.5,5
E01005791,3.54,5
E01005789,1.43,4
E01005789,3.3,5
E01005789,3.37,5
E01005789,3.32,5
E01005791,2.32,4
E01005795,2.76,5
E01005795,1.76,5
E01005795,2.42,5
E01005923,2.15,5
E01005923,2.1,5
E01005795,3.05,5
E01005931,1.52,5
E01005923,3.13,5
E01005931,2.9,5
E01005923,1.92,5
E01005924,1.32,5
E01005925,4.24,5
E01005925,1.38,5
E01005925,4.36,5
E01005926,4.56,5
E01005926,1.66,4
E01005926,2,5
E01005926,2,5
E01005926,3.79,5
E01005789,1.97,4
E01005774,2.89,6
E01005925,1.79,5
E01005923,2.9,5
E01005769,6.6,6
E01005769,3.51,7
E01005796,2.97,5
E01005769,4.18,4
E01005774,6.69,6
E01005774,3.39,7
E01005786,1.96,4
E01005793,2.85,5
E01005795,2.1,4
E01005795,3,5
E01005926,3.19,5
E01005926,2.1,2
E01005926,1.71,1
E01005926,2.28,4
E01005926,1.99,4
E01005926,-0.85,5
E01005926,2.13,5
E01005785,1.46,4
E01005769,6.98,6
E01005769,3.53,7
E01005171,2.19,4
E01005184,3,5
E01005284,3.93,3
E01005284,2.33,3
E01005284,6.65,3
E01005288,5.65,3
E01005288,4.84,3
E01005286,2.32,2
E01005286,3.54,3
E01005286,3.45,4
E01005281,2.52,3
E01005184,2.07,3
E01005281,3.61,5
E01005066,0.1,5
E01033653,-0.38,4
E01033653,-0.24,6
E01033662,5.06,3
E01005066,5.3,3
E01033662,0.26,6
E01033653,6.43,1
E01033662,8.35,1
E01005176,2.94,4
E01005171,1.46,4
E01005176,0.23,3
E01005176,2.45,4
E01005176,0.42,4
E01005169,3.6,5
E01005171,4.32,5
E01005171,4.3,4
E01005309,3.43,5
E01005210,4.29,3
E01033653,-0.16,6
E01034115,2.96,3
E01034115,4.47,3
E01005212,5.02,3
E01005066,0.8,5
E01034115,1.71,5
E01034115,2.9,2
E01005274,2.78,4
E01005273,1.06,3
E01005185,2.92,5
E01005185,1.33,3
E01005185,2.91,5
E01005271,1.4,3
E01005309,1.04,3
E01005304,1.51,3
E01005304,2.66,4
E01005276,2.64,4
E01005307,0.96,3
E01005277,2.63,4
E01005277,1.42,3
E01005277,3.7,4
E01005277,1.6,3
E01005306,3.46,4
E01005172,0.79,3
E01005176,0.52,3
E01005176,4.14,4
E01005176,0.31,3
E01005176,1,4
E01005176,2.08,4
E01005169,0.72,4
E01005169,4.07,5
E01005169,5.22,5
E01005169,0.78,4
E01005171,5,5
E01005846,3.64,4
E01005846,4.26,4
E01005846,4.62,5
E01005846,3.35,4
E01005846,4.73,5
E01005846,5.46,5
E01005846,4.09,4
E01005769,2.36,4
E01005769,3.86,5
E01005773,4.15,5
E01005773,3.36,4
E01005776,4.28,5
E01005773,3.23,4
E01005776,3.56,4
E01005784,4.98,5
E01005776,3.62,4
E01005784,4.97,5
E01005776,3.37,4
E01005848,4.51,1
E01005793,4.47,1
E01005848,5.57,4
E01005848,4.66,4
E01005848,7.7,2
E01005774,2.46,4
E01005769,4.16,5
E01005769,3.83,4
E01005848,4.08,4
E01005850,4.76,5
E01005769,3.48,4
E01005774,3.83,5
E01005774,2.42,4
E01005793,2.41,1
E01005793,5.25,1
E01005769,4.26,5
E01005769,3.13,4
E01005850,4.06,4
E01005848,4.35,5
E01005848,4.46,5
E01005129,3.83,1
E01005107,1.94,1
E01005132,6.93,1
E01005132,5.52,1
E01005132,5.17,1
E01005132,5.6,1
E01005132,5.28,1
E01005132,4.4,1
E01005129,3.85,1
E01033688,2.3,1
E01033688,2.81,1
E01033688,3.26,1
E01033669,2.77,1
E01033669,3.28,1
E01005107,2.35,1
E01033669,0.94,1
E01033669,0.42,1
E01033668,0.1,1
E01005092,0.09,1
E01005092,0.27,1
E01005093,-0.15,1
E01005093,-0.88,1
E01005257,4.05,1
E01006001,0.39,1
E01034135,4.84,1
E01005228,6.9,1
E01005256,6.97,1
E01005256,7.68,1
E01005256,7.8,1
E01005226,5.84,1
E01005226,6.84,1
E01005226,5.89,1
E01005259,6.58,1
E01006000,7.47,1
E01005993,6.21,1
E01005993,6.08,1
E01005993,8,1
E01005997,4.52,1
E01005997,8.33,1
E01005997,8.97,1
E01005997,9.43,1
E01006000,8.66,1
E01006007,7.52,1
E01006007,6.72,1
E01006005,7.22,1
E01006007,7.22,1
E01006004,7.53,1
E01006002,6.66,1
E01006002,7.27,1
E01006003,7.46,1
E01006000,7.25,1
E01005197,13.69,1
E01005195,13.69,1
E01005201,13.89,1
E01005197,13.28,1
E01005105,6.79,1
E01005191,13.13,1
E01005105,6.21,1
E01005106,6.19,1
E01005106,6.71,1
E01005106,5.98,1
E01005106,5.41,1
E01005107,6.55,1
E01005107,9.02,1
E01005107,10.68,1
E01034113,11.03,1
E01005998,12.27,1
E01034112,12.62,1
E01005187,11.55,1
E01005187,13.03,1
E01005187,12.69,1
E01005191,12.63,1
E01005191,12.15,1
E01005189,13.77,1
E01033667,1.34,2
E01034133,4.7,4
E01034133,2.75,3
E01033667,1.93,2
E01033667,5.39,1
E01033651,1.34,2
E01005132,4.98,4
E01005132,0.82,2
E01005132,5.28,4
E01005132,0.08,2
E01005132,5.02,4
E01005132,0.23,2
E01005132,4.01,4
E01005132,0.64,2
E01005132,4.38,4
E01005132,1.04,2
E01005130,1.13,2
E01034133,1.1,2
E01033651,1.18,2
E01005130,2.64,3
E01033651,3.07,3
E01033669,4.22,4
E01033669,0.3,2
E01005257,4.26,4
E01005257,1.54,2
E01005257,4.86,4
E01005257,1.03,2
E01005257,4.9,4
E01005257,1.26,2
E01005257,4.64,4
E01005261,0.9,2
E01005261,4.48,4
E01005261,0.94,2
E01005261,1.16,2
E01005261,4.39,4
E01005261,1.58,2
E01005261,4.35,4
E01005255,4.22,4
E01005255,1.74,2
E01005255,4.43,4
E01005255,2.02,2
E01005259,4.42,4
E01005259,3.5,4
E01005259,3.08,2
E01005259,4.1,4
E01005259,3.24,2
E01005258,3.14,4
E01005260,3.67,2
E01005260,3.11,4
E01005362,4.15,3
E01005362,4.22,2
E01005378,4.52,3
E01005363,4.1,3
E01005366,5.1,3
E01005373,2.88,2
E01005434,1.6,2
E01005371,4.54,3
E01005371,2.6,2
E01005372,3.96,3
E01005375,3.26,2
E01005375,3.24,2
E01005375,4.77,3
E01005373,2.65,2
E01005378,4.2,2
E01005378,3.67,2
E01005350,0.52,2
E01005459,5.29,3
E01005372,1.84,2
E01005372,4.69,3
E01005363,3.04,2
E01005364,4.39,3
E01005363,3.28,2
E01005364,3.27,2
E01005364,4.55,3
E01005366,4.51,2
E01005364,4.71,3
E01005459,5,3
E01005459,0.98,2
E01005437,1.23,2
E01005437,5.71,3
E01005438,1.76,2
E01005437,5.62,3
E01005437,1.84,2
E01005439,5.74,3
E01005439,2.78,2
E01005439,5.85,3
E01005439,3.3,2
E01005382,6.09,3
E01005382,3.56,2
E01005382,2.96,2
E01005377,5.5,3
E01005377,3.34,2
E01005377,5.32,3
E01005377,4.12,2
E01005377,5.39,3
E01005379,4.57,3
E01005379,3.36,2
E01005378,4.22,2
E01005378,5.32,3
E01005378,5.01,3
E01005260,4,3
E01005260,3.66,2
E01005375,4.53,3
E01005375,4.18,3
E01005365,4.23,2
E01033667,3.74,14
E01034133,2.62,16
E01034133,4.74,3
E01034133,2.47,14
E01034133,3.18,2
E01033667,4.89,16
E01033651,4.61,17
E01005132,2.22,17
E01005132,4.38,3
E01005132,4.24,21
E01005132,2.66,17
E01005132,5.22,3
E01005132,3.54,21
E01005132,2.8,17
E01005132,5.27,3
E01005132,3.98,21
E01005132,2.16,17
E01005132,4.11,3
E01005132,4.11,21
E01005132,2.43,18
E01005132,4.49,3
E01005132,3.98,21
E01005130,4.4,19
E01034133,4.44,21
E01033651,4.2,17
E01005130,13.36,1
E01005130,3.16,13
E01005130,2.24,2
E01033651,12.73,1
E01033651,2.9,11
E01033651,1.73,2
E01033669,2.42,18
E01033669,4.61,3
E01033669,3.34,20
E01005257,2.12,18
E01005257,4.67,3
E01005257,3.83,20
E01005257,2.72,18
E01005257,5.25,3
E01005257,3.68,20
E01005257,2.71,18
E01005257,4.82,3
E01005257,3.51,20
E01005257,2.69,17
E01005257,4.99,3
E01005261,3.1,20
E01005261,2.78,17
E01005261,5.15,3
E01005261,3.71,20
E01005261,2.82,17
E01005261,5.19,3
E01005261,3.5,19
E01005261,3.91,19
E01005259,1.66,17
E01005259,3.62,3
E01005259,4.63,21
E01005259,2.13,17
E01005259,4.23,3
E01005259,4.56,21
E01005259,2.35,17
E01005259,4.18,3
E01005259,4.53,21
E01005258,1.84,17
E01005258,3.96,3
E01005260,5.13,21
E01005260,1.73,17
E01005260,3.52,3
E01005362,1.97,16
E01005362,4.76,3
E01005362,5.37,20
E01005378,2.2,16
E01005378,5.09,3
E01005363,2.34,17
E01005363,4.91,3
E01005366,2.15,17
E01005366,4.57,3
E01005373,4.11,23
E01005434,3.71,20
E01005371,2.19,17
E01005371,4.81,3
E01005371,4.54,24
E01005372,1.93,17
E01005372,4.41,3
E01005375,4.96,21
E01005375,4.41,21
E01005375,2.39,17
E01005375,4.94,3
E01005373,4.14,23
E01005433,8.19,4
E01005378,5.04,20
E01005378,4.79,20
E01005350,2.9,19
E01005350,7.17,2
E01005459,1.57,9
E01005459,4.58,2
E01005372,3.51,23
E01005372,2.18,17
E01005372,4.65,3
E01005350,8.55,4
E01005363,4.65,24
E01005364,1.79,17
E01005364,4.33,3
E01005363,5.06,23
E01005364,5.02,22
E01005364,2.21,17
E01005364,4.48,3
E01005366,5.06,22
E01005364,2.05,16
E01005364,4.67,3
E01005459,1.9,15
E01005459,4.16,3
E01005459,3.06,20
E01005437,3.32,21
E01005437,2.37,15
E01005437,4.4,3
E01005438,3.95,21
E01005437,2.35,15
